X,Y,info_consulados_consulado_id,info_consulados_Consulado general
-77.0463075441398,42.9969762113529,"316",Nueva York
-76.3282894503208,39.7601944747993,"316",Nueva York
-79.2226194289287,41.4527764308793,"316",Nueva York
-79.9726512330785,40.3752543304539,"316",Nueva York
-72.9459140795769,41.8501072801424,"316",Nueva York
-75.0492736950383,40.8364029502864,"316",Nueva York
-75.6174147631532,41.24181396568,"316",Nueva York
-74.6788318000196,42.2138251697697,"316",Nueva York
-77.2523625508322,40.0845769226765,"316",Nueva York
-74.306803580446,44.2513403298197,"316",Nueva York
-75.5605301653224,43.1581592834297,"316",Nueva York
-79.0674697138065,40.8846380297834,"316",Nueva York
-78.417641624026,42.0652003069732,"316",Nueva York
-77.8589657889555,42.1839122211803,"316",Nueva York
-78.7877967334495,42.2466564951951,"316",Nueva York
-73.8176673634871,44.7150922303458,"316",Nueva York
-78.0712646021487,43.2582423923016,"316",Nueva York
-74.7467615717701,41.0150764318488,"316",Nueva York
-78.3882346347097,42.2523114086699,"316",Nueva York
-75.0161882965111,41.3342753901533,"316",Nueva York
-73.5360921045334,43.1646494661557,"316",Nueva York
-73.4238412225889,44.295456016555,"316",Nueva York
-75.8521589330736,40.943763894597,"316",Nueva York
-74.1751215245914,44.973959152515,"316",Nueva York
-73.8521571931904,42.9146593595952,"316",Nueva York
-74.1017148934377,42.0785151017859,"316",Nueva York
-79.7043855673829,41.0894043914103,"316",Nueva York
-77.7378930055173,43.2362653718681,"316",Nueva York
-73.8324676771141,44.1742122651946,"316",Nueva York
-75.3316986148309,43.2226809681229,"316",Nueva York
-77.2078529837461,39.7954548052187,"316",Nueva York
-74.4595193979033,42.7891207120752,"316",Nueva York
-75.8997898048261,41.1816459519448,"316",Nueva York
-77.9188663087824,41.3779343200296,"316",Nueva York
-75.0525663347893,39.9322772231066,"316",Nueva York
-72.6137837124797,40.8499747976371,"316",Nueva York
-76.6723952006313,40.6668183889475,"316",Nueva York
-77.8093835929258,42.7526393164765,"316",Nueva York
-74.0581071893965,42.6775483495206,"316",Nueva York
-80.045130638014,40.8581511857327,"316",Nueva York
-75.8239861839554,41.972020920923,"316",Nueva York
-76.2744128671313,40.5022933432107,"316",Nueva York
-80.3316411021561,41.2544385965462,"316",Nueva York
-75.7814280530326,41.7945325706864,"316",Nueva York
-75.4828104398736,40.8214785968694,"316",Nueva York
-75.2085420568193,44.5227312640382,"316",Nueva York
-74.6995240199294,44.562446577414,"316",Nueva York
