X,Y,info_consulados_consulado_id,info_consulados_Consulado general
-78.0389705524605,42.1653515948608,"316",Nueva York
-80.2117020107881,40.2567271872974,"316",Nueva York
-80.0220151823684,40.8252559443967,"316",Nueva York
-74.4791480168015,43.4164369416853,"316",Nueva York
-76.5653185498564,41.4825294024435,"316",Nueva York
-74.9120088756794,41.7140248862331,"316",Nueva York
-75.5947797731549,44.630550464163,"316",Nueva York
-76.9003801805648,41.6135327282666,"316",Nueva York
-79.6144421259108,40.6029365976687,"316",Nueva York
-74.336539470574,43.6845437766284,"316",Nueva York
-77.0309834236252,42.8037017437447,"316",Nueva York
-78.6003779659161,42.7742841855866,"316",Nueva York
-76.2188784196827,39.8986012146514,"316",Nueva York
-75.5526449524098,39.9829607660841,"316",Nueva York
-76.1539880332167,40.3031561619879,"316",Nueva York
-75.1965012627602,42.9045629735919,"316",Nueva York
-74.1829331128519,40.7500337154575,"316",Nueva York
-75.7526331771144,42.2575677129199,"316",Nueva York
-76.6488941492872,41.765310680799,"316",Nueva York
-74.2334035902187,44.2474216604674,"316",Nueva York
-75.4330373410147,43.9736045804798,"316",Nueva York
-74.3107224437159,44.7580360003365,"316",Nueva York
-74.909045709709,44.4118339168895,"316",Nueva York
-79.6425074146435,42.0867197128452,"316",Nueva York
-73.9874889874937,40.8157326801486,"316",Nueva York
-78.1395381191615,42.7260007831156,"316",Nueva York
-76.5360635294391,41.2265329281541,"316",Nueva York
-77.7521303288623,42.2340438883205,"316",Nueva York
-74.2719378713261,42.1733723992338,"316",Nueva York
-72.7160726391476,41.9608690751747,"316",Nueva York
-77.6565138930023,40.7388428392822,"316",Nueva York
-78.5791131062707,40.1197037361826,"316",Nueva York
-73.0386576425199,41.317230761114,"316",Nueva York
-78.0787500269262,42.9296262856163,"316",Nueva York
-74.3540360960023,41.9175212005906,"316",Nueva York
-80.3885413912249,41.1221271451686,"316",Nueva York
-74.5842284260728,40.5142893282588,"316",Nueva York
-73.9774016321482,43.9387404856076,"316",Nueva York
-74.8560622636351,39.4269824940463,"316",Nueva York
-79.957410396292,41.8789108350897,"316",Nueva York
-77.8140209436595,43.0273522543261,"316",Nueva York
-76.0309205230739,42.5901351594471,"316",Nueva York
-74.5678501366572,43.2344473887624,"316",Nueva York
-74.2677117541075,43.556190575106,"316",Nueva York
-74.7684917586904,44.9804780259353,"316",Nueva York
-74.4627843834239,44.4348780679567,"316",Nueva York
-80.1990492309586,39.9015928507356,"316",Nueva York
-74.1262797996758,40.1726187298934,"316",Nueva York
-79.1179047252971,41.1576728136251,"316",Nueva York
-80.4808262377651,41.7398985887353,"316",Nueva York
-74.8005380339064,42.1394807441936,"316",Nueva York
-80.349970633988,39.870933720242,"316",Nueva York
-74.9244199485839,42.9283176709586,"316",Nueva York
-79.1431774357147,40.8412151436464,"316",Nueva York
-78.0118762108895,41.8957996804643,"316",Nueva York
-78.9985818009794,40.0276335379952,"316",Nueva York
-74.3434197953437,43.56340531718,"316",Nueva York
-73.7395434684139,44.4468784384319,"316",Nueva York
-75.1452452089665,38.6581610568397,"316",Nueva York
-74.2241900595477,44.5862056775257,"316",Nueva York
-73.1137402848859,40.7641528476991,"316",Nueva York
-79.5675168334203,41.1642703979815,"316",Nueva York
-76.5809375942705,43.3467608713869,"316",Nueva York
-77.6282835685059,42.3274419858267,"316",Nueva York
-77.8138471167859,39.731716278471,"316",Nueva York
-74.3138435314897,44.3521778483355,"316",Nueva York
-76.020129247913,40.0825159184052,"316",Nueva York
-79.4453709890338,41.4843040414226,"316",Nueva York
-75.9549739038802,43.138827077733,"316",Nueva York
-78.2819587263319,42.7450504237879,"316",Nueva York
-77.629045453946,39.7785016358517,"316",Nueva York
-78.4888218143816,40.219415788718,"316",Nueva York
-74.3543701085195,42.5220231096992,"316",Nueva York
-79.3752971833418,41.2426522563429,"316",Nueva York
-77.1058695691564,39.9926914186366,"316",Nueva York
-76.7585769307391,42.5252105181408,"316",Nueva York
-75.7428953497712,40.5147216337093,"316",Nueva York
-76.6498785703842,43.2010263736664,"316",Nueva York
-80.2894487284459,41.3810494605729,"316",Nueva York
-78.0850001093306,40.7042008403542,"316",Nueva York
-77.4537815454101,43.1594830174645,"316",Nueva York
-79.5432982136329,40.6656249928942,"316",Nueva York
-72.3695315435826,41.682272577728,"316",Nueva York
-74.6528599525894,40.6854337315046,"316",Nueva York
-78.6361572786961,40.1771711682033,"316",Nueva York
-75.6228669191413,40.5927649790399,"316",Nueva York
-78.438831157165,40.8844465923355,"316",Nueva York
-75.5861572313028,40.1956107953251,"316",Nueva York
-79.5944488507316,40.2502070578276,"316",Nueva York
-75.3794178166821,43.2763786751129,"316",Nueva York
-77.995888217149,40.2156368206933,"316",Nueva York
-77.4010813173123,42.9920941867261,"316",Nueva York
-73.4374906165287,43.7855254533954,"316",Nueva York
-79.8478981773703,41.9417154076675,"316",Nueva York
-76.3169701249256,40.6812033676393,"316",Nueva York
-75.7646561009279,39.8526553909153,"316",Nueva York
-74.4019328955099,44.2536844951617,"316",Nueva York
-79.3461193955321,41.8530075026814,"316",Nueva York
-75.7439373808843,39.9005754548277,"316",Nueva York
-74.6475223287093,44.401551478303,"316",Nueva York
-78.3681156764338,40.345780853165,"316",Nueva York
-76.36215732698,39.9988700722685,"316",Nueva York
-75.6212789506605,43.5665645332504,"316",Nueva York
-80.2537743464284,40.0608898604353,"316",Nueva York
-77.5919270272089,42.0535906714406,"316",Nueva York
-74.2419528458255,41.0622285220243,"316",Nueva York
-76.558317999365,40.6146964828728,"316",Nueva York
-73.420626760524,44.7113847203563,"316",Nueva York
-75.7781539812866,43.6677226588615,"316",Nueva York
-79.0514561784625,40.3126140217686,"316",Nueva York
-77.3808018885188,40.3369619621407,"316",Nueva York
-74.8136868604455,41.8383789370762,"316",Nueva York
-75.0484213084955,42.6589816915002,"316",Nueva York
-78.4877108390847,40.0268012196682,"316",Nueva York
-77.814252789397,42.036249605876,"316",Nueva York
-77.3480506091457,42.6869167511623,"316",Nueva York
-75.6096831361218,41.6229016862347,"316",Nueva York
-74.2037564403128,40.7104252584574,"316",Nueva York
-78.8100109136852,42.2430329715677,"316",Nueva York
-79.2120775411507,40.0670936160672,"316",Nueva York
-78.0344831115435,41.483455270285,"316",Nueva York
-77.6207144087359,42.5615839029695,"316",Nueva York
-78.8320643711748,42.9678827038776,"316",Nueva York
-75.1523885451874,38.7779325139654,"316",Nueva York
-78.9993851163036,40.2637689912477,"316",Nueva York
-77.7090532264772,40.8765619317049,"316",Nueva York
-78.3081767222944,42.5396139510388,"316",Nueva York
-75.6228705082954,42.9089037875002,"316",Nueva York
-74.4783604277375,41.5835063985684,"316",Nueva York
-76.2953391935535,43.0120705901115,"316",Nueva York
-79.7119352954372,40.5741691489508,"316",Nueva York
-75.5481091333404,42.0152121281808,"316",Nueva York
-74.5169988194187,40.8088721259304,"316",Nueva York
-74.7339869190604,39.3490215959059,"316",Nueva York
-75.0005842163278,43.7342434879621,"316",Nueva York
-78.8738622497877,42.3396224551528,"316",Nueva York
-73.6832037072759,42.8528956342306,"316",Nueva York
-74.4069782083185,40.8092137442756,"316",Nueva York
-77.5729715515029,42.2363996740222,"316",Nueva York
-76.5407411367725,40.4176204359568,"316",Nueva York
-75.328467302142,39.508612644138,"316",Nueva York
-76.5602786664843,43.0026304718465,"316",Nueva York
-77.5760800700372,42.7080430168877,"316",Nueva York
-72.6385036950178,41.979993812027,"316",Nueva York
-75.0592649254201,39.914693276347,"316",Nueva York
-75.5002245734775,40.5263567281371,"316",Nueva York
-76.2614286017451,40.5835669929624,"316",Nueva York
-78.6199294064676,41.3652731323742,"316",Nueva York
